,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,dependency_length,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
757,The grandfather of the Lutherans doesn't investigate what are benefiting.,The grandfather of the Lutherans don't investigate what are benefiting.,The grandfather of the Lutherans,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,757,grandfather,The grandfather of the Lutherans
758,The commentaries about Spain aren't embarrassing a lot of waiters.,The commentaries about Spain isn't embarrassing a lot of waiters.,The commentaries about Spain,aren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,758,commentaries,The commentaries about Spain
759,The pictures of every eggplant were bothering Dennis.,The pictures of every eggplant was bothering Dennis.,The pictures of every eggplant,were,was,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,759,pictures,The pictures of every eggplant
760,The sketch of the Borgias has stunned Joseph.,The sketch of the Borgias have stunned Joseph.,The sketch of the Borgias,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,760,sketch,The sketch of the Borgias
761,The brother of some waitresses learns.,The brother of some waitresses learn.,The brother of some waitresses,learns,learn,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,761,brother,The brother of some waitresses
762,The books about Spain don't bore doctors.,The books about Spain doesn't bore doctors.,The books about Spain,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,762,books,The books about Spain
763,A sketch of all pies does resemble some print.,A sketch of all pies do resemble some print.,A sketch of all pies,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,763,sketch,A sketch of all pies
764,A book about the Great Lakes is alarming that guest.,A book about the Great Lakes are alarming that guest.,A book about the Great Lakes,is,are,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,764,book,A book about the Great Lakes
765,A cousin of these guys fails to break this skateboard.,A cousin of these guys fail to break this skateboard.,A cousin of these guys,fails,fail,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,765,cousin,A cousin of these guys
766,The documentaries about Galileo do scare John.,The documentaries about Galileo does scare John.,The documentaries about Galileo,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,766,documentaries,The documentaries about Galileo
767,The movies about music alarm the pedestrians.,The movies about music alarms the pedestrians.,The movies about music,alarm,alarms,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,767,movies,The movies about
768,The grandmother of some doctors was suffering.,The grandmother of some doctors are suffering.,The grandmother of some doctors,was,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,768,grandmother,The grandmother of some doctors
769,The mothers of Linda explain most teachers wave.,The mothers of Linda explains most teachers wave.,The mothers of Linda,explain,explains,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,769,mothers,The mothers of Linda
770,The nieces of James have murmured.,The nieces of James has murmured.,The nieces of James,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,770,nieces,The nieces of James
771,The painting of those vases was disturbing Rachelle.,The painting of those vases were disturbing Rachelle.,The painting of those vases,was,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,771,painting,The painting of those vases
772,A pamphlet about current events does shock Brian.,A pamphlet about current events do shock Brian.,A pamphlet about current events,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,772,pamphlet,A pamphlet about current events
773,The commentaries about Galileo don't disgust Lori.,The commentaries about Galileo doesn't disgust Lori.,The commentaries about Galileo,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,773,commentaries,The commentaries about Galileo
774,The mothers of Natalie do flee from Chad.,The mothers of Natalie does flee from Chad.,The mothers of Natalie,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,774,mothers,The mothers of Natalie
775,The grandmother of many waiters does win.,The grandmother of many waiters do win.,The grandmother of many waiters,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,775,grandmother,The grandmother of many waiters
776,The newspaper article about the Lutherans does shock Theodore.,The newspaper article about the Lutherans do shock Theodore.,The newspaper article about the Lutherans,does,do,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,776,article,The newspaper article about the Lutherans
777,A book about the Balkans doesn't bother Andrea.,A book about the Balkans don't bother Andrea.,A book about the Balkans,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,777,book,A book about the Balkans
778,A cousin of a lot of cashiers has helped Ronald.,A cousin of a lot of cashiers have helped Ronald.,A cousin of a lot of cashiers,has,have,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,778,cousin,A cousin of a lot of cashiers
779,The drawings of a photograph have looked like the woman.,The drawings of a photograph has looked like the woman.,The drawings of a photograph,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,779,drawings,The drawings of a photograph
780,The sons of Suzanne haven't donated.,The sons of Suzanne hasn't donated.,The sons of Suzanne,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,780,sons,The sons of Suzanne
781,The painting of a lot of skirts has distracted Connie.,The painting of a lot of skirts have distracted Connie.,The painting of a lot of skirts,has,have,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,781,painting,The painting of a lot of skirts
782,The brothers of Travis weren't revealing Melanie.,The brothers of Travis isn't revealing Melanie.,The brothers of Travis,weren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,782,brothers,The brothers of Travis
783,The daughter of most actresses isn't escaping.,The daughter of most actresses aren't escaping.,The daughter of most actresses,isn't,aren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,783,daughter,The daughter of most actresses
784,The fathers of Victoria aren't convincing Alice's student to heal Douglas.,The fathers of Victoria isn't convincing Alice's student to heal Douglas.,The fathers of Victoria,aren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,784,fathers,The fathers of Victoria
785,The pictures of Martha don't disgust Anne.,The pictures of Martha doesn't disgust Anne.,The pictures of Martha,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,785,pictures,The pictures of Martha
786,A pamphlet about current events doesn't irritate Melanie.,A pamphlet about current events don't irritate Melanie.,A pamphlet about current events,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,786,pamphlet,A pamphlet about current events
787,The paintings of a pie were vanishing.,The paintings of a pie was vanishing.,The paintings of a pie,were,was,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,787,paintings,The paintings of a pie
788,A book about the Clintons does impress most committees.,A book about the Clintons do impress most committees.,A book about the Clintons,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,788,book,A book about the Clintons
789,A daughter of the Impressionists whispers.,A daughter of the Impressionists whisper.,A daughter of the Impressionists,whispers,whisper,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,789,daughter,A daughter of the Impressionists
790,The paintings of Matt weren't wasting away.,The paintings of Matt isn't wasting away.,The paintings of Matt,weren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,790,paintings,The paintings of Matt
791,The nephews of Guy were donating.,The nephews of Guy is donating.,The nephews of Guy,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,791,nephews,The nephews of Guy
792,The essays about science do scare Becca.,The essays about science does scare Becca.,The essays about science,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,792,essays,The essays about science
793,The friends of Lawrence do try to stun Christine.,The friends of Lawrence does try to stun Christine.,The friends of Lawrence,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,793,friends,The friends of Lawrence
794,The cousins of Alice have won.,The cousins of Alice has won.,The cousins of Alice,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,794,cousins,The cousins of Alice
795,The sisters of Adam haven't broken most computers.,The sisters of Adam hasn't broken most computers.,The sisters of Adam,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,795,sisters,The sisters of Adam
796,A nephew of many guests laughs.,A nephew of many guests laugh.,A nephew of many guests,laughs,laugh,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,796,nephew,A nephew of many guests
797,An essay about the Great Lakes has upset Randolf.,An essay about the Great Lakes have upset Randolf.,An essay about the Great Lakes,has,have,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,797,essay,An essay about the Great Lakes
798,The niece of the waiters does concur.,The niece of the waiters do concur.,The niece of the waiters,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,798,niece,The niece of the waiters
799,The sons of Paul aren't drinking.,The sons of Paul wasn't drinking.,The sons of Paul,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,799,sons,The sons of Paul
800,The paintings of Becca have alarmed Donald.,The paintings of Becca has alarmed Donald.,The paintings of Becca,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,800,paintings,The paintings of Becca
801,The pictures of a gate haven't existed.,The pictures of a gate hasn't existed.,The pictures of a gate,haven't,hasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,801,pictures,The pictures of a gate
802,The nieces of Russell dare Carolyn to pass most movie theaters.,The nieces of Russell dares Carolyn to pass most movie theaters.,The nieces of Russell,dare,dares,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,802,nieces,The nieces of Russell
803,The photographs of a sock weren't confusing Sandra.,The photographs of a sock isn't confusing Sandra.,The photographs of a sock,weren't,isn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,803,photographs,The photographs of a sock
804,The prints of every painting haven't looked like a rabbit.,The prints of every painting hasn't looked like a rabbit.,The prints of every painting,haven't,hasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,804,prints,The prints of every painting
805,A painting of pants was existing.,A painting of pants are existing.,A painting of pants,was,are,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,805,painting,A painting of pants
806,A movie about the Clintons does win.,A movie about the Clintons do win.,A movie about the Clintons,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,806,movie,A movie about the Clintons
807,The books about Jesus weren't irritating some dancers.,The books about Jesus isn't irritating some dancers.,The books about Jesus,weren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,807,books,The books about Jesus
808,The drawing of all doctors hasn't vanished.,The drawing of all doctors haven't vanished.,The drawing of all doctors,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,808,drawing,The drawing of all doctors
809,The prints of Matt don't annoy the guy.,The prints of Matt doesn't annoy the guy.,The prints of Matt,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,809,prints,The prints of Matt
810,The granddaughters of Nina don't hope to talk to Regina.,The granddaughters of Nina doesn't hope to talk to Regina.,The granddaughters of Nina,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,810,granddaughters,The granddaughters of Nina
811,The mother of these patients has seemed to get a job.,The mother of these patients have seemed to get a job.,The mother of these patients,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,811,mother,The mother of these patients
812,The pictures of Vincent don't bore Mary.,The pictures of Vincent doesn't bore Mary.,The pictures of Vincent,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,812,pictures,The pictures of Vincent
813,The fathers of Jessica have seen.,The fathers of Jessica has seen.,The fathers of Jessica,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,813,fathers,The fathers of Jessica
814,The pictures of Thomas disturb Lawrence.,The pictures of Thomas disturbs Lawrence.,The pictures of Thomas,disturb,disturbs,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,814,pictures,The pictures of Thomas
815,The commentaries about Monet do hurt those boys.,The commentaries about Monet does hurt those boys.,The commentaries about Monet,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,815,commentaries,The commentaries about Monet
816,The essay about the Great Lakes doesn't hurt Jacqueline.,The essay about the Great Lakes don't hurt Jacqueline.,The essay about the Great Lakes,doesn't,don't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,816,essay,The essay about the Great Lakes
817,The sons of Allison haven't wasted away.,The sons of Allison hasn't wasted away.,The sons of Allison,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,817,sons,The sons of Allison
818,The report about the Balkans annoys Carmen.,The report about the Balkans annoy Carmen.,The report about the Balkans,annoys,annoy,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,818,report,The report about the Balkans
819,A show about the Clintons sounds like most documentaries.,A show about the Clintons sound like most documentaries.,A show about the Clintons,sounds like,sound like,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,819,show,A show about the Clintons
820,A sketch of waitresses has resembled most sketches.,A sketch of waitresses have resembled most sketches.,A sketch of waitresses,has,have,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,820,sketch,A sketch of waitresses
821,The pamphlets about travel weren't embarrassing a bank.,The pamphlets about travel wasn't embarrassing a bank.,The pamphlets about travel,weren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,821,pamphlets,The pamphlets about travel
822,The nieces of George don't continue to stand up.,The nieces of George doesn't continue to stand up.,The nieces of George,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,822,nieces,The nieces of George
823,The sketches of Jesus don't worry Tara.,The sketches of Jesus doesn't worry Tara.,The sketches of Jesus,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,823,sketches,The sketches of Jesus
824,The pictures of every waiter don't hurt this adult.,The pictures of every waiter doesn't hurt this adult.,The pictures of every waiter,don't,doesn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,824,pictures,The pictures of every waiter
825,The commentaries about Winston Churchill have shocked Kimberley.,The commentaries about Winston Churchill has shocked Kimberley.,The commentaries about Winston Churchill,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,825,commentaries,The commentaries about Winston Churchill
826,The prints of the skateboard exist.,The prints of the skateboard exists.,The prints of the skateboard,exist,exists,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,826,prints,The prints of the skateboard
827,The prints of this drawing look like Stacy.,The prints of this drawing looks like Stacy.,The prints of this drawing,look like,looks like,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,827,NA,NA
828,The sisters of Amy aren't disappearing.,The sisters of Amy wasn't disappearing.,The sisters of Amy,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,828,sisters,The sisters of Amy
829,A granddaughter of most guys hasn't muttered.,A granddaughter of most guys haven't muttered.,A granddaughter of most guys,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,829,granddaughter,A granddaughter of most guys
830,The grandfathers of Guy were selling all dresses.,The grandfathers of Guy was selling all dresses.,The grandfathers of Guy,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,830,grandfathers,The grandfathers of Guy
831,A photograph of some restaurants alarms Alan.,A photograph of some restaurants alarm Alan.,A photograph of some restaurants,alarms,alarm,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,831,NA,NA
832,The nephew of most doctors does refuse to care for Jodi.,The nephew of most doctors do refuse to care for Jodi.,The nephew of most doctors,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,832,nephew,The nephew of most doctors
833,The grandfathers of every driver have failed to see.,The grandfathers of every driver has failed to see.,The grandfathers of every driver,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,833,grandfathers,The grandfathers of every driver
834,The fathers of Kathleen have practiced.,The fathers of Kathleen has practiced.,The fathers of Kathleen,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,834,fathers,The fathers of Kathleen
835,The sisters of Cheryl were ascertaining the woman to see.,The sisters of Cheryl was ascertaining the woman to see.,The sisters of Cheryl,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,835,sisters,The sisters of Cheryl
836,The fathers of Grace have yelled.,The fathers of Grace has yelled.,The fathers of Grace,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,836,fathers,The fathers of Grace
837,The brother of most teenagers vanishes.,The brother of most teenagers vanish.,The brother of most teenagers,vanishes,vanish,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,837,brother,The brother of most teenagers
838,A granddaughter of most teenagers boycotts all legislatures.,A granddaughter of most teenagers boycott all legislatures.,A granddaughter of most teenagers,boycotts,boycott,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,838,granddaughter,A granddaughter of most teenagers
839,A brother of a lot of guests remembers who is falling.,A brother of a lot of guests remember who is falling.,A brother of a lot of guests,remembers,remember,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,839,brother,A brother of a lot of guests
840,A pamphlet about the Balkans shocks John.,A pamphlet about the Balkans shock John.,A pamphlet about the Balkans,shocks,shock,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,840,pamphlet,A pamphlet about the Balkans
841,A book about current events hasn't embarrassed Spain.,A book about current events haven't embarrassed Spain.,A book about current events,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,841,book,A book about current events
842,A father of a lot of children has prevented all dishes from disappearing.,A father of a lot of children have prevented all dishes from disappearing.,A father of a lot of children,has,have,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,842,father,A father of a lot of children
843,The show about the Lutherans doesn't sound like Mitchell.,The show about the Lutherans don't sound like Mitchell.,The show about the Lutherans,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,843,show,The show about the Lutherans
844,The pamphlets about Galileo are impressing legislatures.,The pamphlets about Galileo was impressing legislatures.,The pamphlets about Galileo,are,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,844,pamphlets,The pamphlets about Galileo
845,A commentary about the Impressionists stuns this guy.,A commentary about the Impressionists stun this guy.,A commentary about the Impressionists,stuns,stun,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,845,commentary,A commentary about the Impressionists
846,The drawings of some sketch upset that school.,The drawings of some sketch upsets that school.,The drawings of some sketch,upset,upsets,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,846,drawings,The drawings of some sketch
847,The prints of a sketch were looking like all customers.,The prints of a sketch is looking like all customers.,The prints of a sketch,were,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,847,prints,The prints of a sketch
848,The pictures of Lori were disturbing Richard.,The pictures of Lori is disturbing Richard.,The pictures of Lori,were,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,848,pictures,The pictures of Lori
849,The pictures of some car astound James.,The pictures of some car astounds James.,The pictures of some car,astound,astounds,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,849,NA,NA
850,A print of all high schools hasn't distracted Kevin.,A print of all high schools haven't distracted Kevin.,A print of all high schools,hasn't,haven't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,850,print,A print of all high schools
851,The reports about Monet aren't falling.,The reports about Monet wasn't falling.,The reports about Monet,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,851,reports,The reports about Monet
852,The brother of all women hasn't walked through that hill.,The brother of all women haven't walked through that hill.,The brother of all women,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,852,brother,The brother of all women
853,A story about the Balkans wasn't embarrassing Ella.,A story about the Balkans aren't embarrassing Ella.,A story about the Balkans,wasn't,aren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,853,story,A story about the Balkans
854,The niece of some children does exit those glaciers.,The niece of some children do exit those glaciers.,The niece of some children,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,854,niece,The niece of some children
855,The cousins of Ellen haven't visited Heidi.,The cousins of Ellen hasn't visited Heidi.,The cousins of Ellen,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,855,cousins,The cousins of Ellen
856,A print of many eyes does vanish.,A print of many eyes do vanish.,A print of many eyes,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,856,print,A print of many eyes
857,The plays about literature aren't confusing a cashier.,The plays about literature wasn't confusing a cashier.,The plays about literature,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,857,plays,The plays about literature
858,The nieces of Florence were laughing.,The nieces of Florence was laughing.,The nieces of Florence,were,was,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,858,nieces,The nieces of Florence
859,The books about Spain haven't aggravated Tiffany.,The books about Spain hasn't aggravated Tiffany.,The books about Spain,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,859,books,The books about Spain
860,The print of all photographs exists.,The print of all photographs exist.,The print of all photographs,exists,exist,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,860,print,The print of all photographs
861,The pamphlets about Winston Churchill don't fall.,The pamphlets about Winston Churchill doesn't fall.,The pamphlets about Winston Churchill,don't,doesn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,861,pamphlets,The pamphlets about Winston Churchill
862,The pictures of some hat were scaring Marcus.,The pictures of some hat is scaring Marcus.,The pictures of some hat,were,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,862,pictures,The pictures of some hat
863,The drawing of many men hasn't upset Ella.,The drawing of many men haven't upset Ella.,The drawing of many men,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,863,drawing,The drawing of many men
864,The fathers of Leslie have learned.,The fathers of Leslie has learned.,The fathers of Leslie,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,864,fathers,The fathers of Leslie
865,The paintings of Judy aren't hurting Dawn.,The paintings of Judy wasn't hurting Dawn.,The paintings of Judy,aren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,865,paintings,The paintings of Judy
866,The book about the Clintons hasn't sounded like the museums.,The book about the Clintons haven't sounded like the museums.,The book about the Clintons,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,866,book,The book about the Clintons
867,A drawing of the movie theaters hasn't worried Heather.,A drawing of the movie theaters haven't worried Heather.,A drawing of the movie theaters,hasn't,haven't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,867,drawing,A drawing of the movie theaters
868,A father of a lot of ladies heals Meredith.,A father of a lot of ladies heal Meredith.,A father of a lot of ladies,heals,heal,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,868,father,A father of a lot of ladies
869,The show about the Borgias wasn't astounding Julia.,The show about the Borgias weren't astounding Julia.,The show about the Borgias,wasn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,869,show,The show about the Borgias
870,The documentary about the Balkans hasn't confused April.,The documentary about the Balkans haven't confused April.,The documentary about the Balkans,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,870,documentary,The documentary about the Balkans
871,The newspaper articles about science are irritating Sandra.,The newspaper articles about science was irritating Sandra.,The newspaper articles about science,are,was,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,871,articles,The newspaper articles about science
872,The grandmothers of Karla weren't compelling Beth to praise every essay.,The grandmothers of Karla isn't compelling Beth to praise every essay.,The grandmothers of Karla,weren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,872,grandmothers,The grandmothers of Karla
873,The shows about Winston Churchill aren't alarming Bethany.,The shows about Winston Churchill isn't alarming Bethany.,The shows about Winston Churchill,aren't,isn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,873,shows,The shows about Winston Churchill
874,The grandmothers of Janice have trained.,The grandmothers of Janice has trained.,The grandmothers of Janice,have,has,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,874,grandmothers,The grandmothers of Janice
875,A print of many wheelbarrows wasn't upsetting Homer.,A print of many wheelbarrows aren't upsetting Homer.,A print of many wheelbarrows,wasn't,aren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,875,print,A print of many wheelbarrows
876,The play about current events does impress Sheila.,The play about current events do impress Sheila.,The play about current events,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,876,play,The play about current events
877,A nephew of these senators hasn't scared Sally.,A nephew of these senators haven't scared Sally.,A nephew of these senators,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,877,nephew,A nephew of these senators
878,The plays about travel don't shock Kirsten.,The plays about travel doesn't shock Kirsten.,The plays about travel,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,878,plays,The plays about travel
879,A picture of all photographs doesn't look like those lights.,A picture of all photographs don't look like those lights.,A picture of all photographs,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,879,picture,A picture of all photographs
880,The stories about travel astound Steve.,The stories about travel astounds Steve.,The stories about travel,astound,astounds,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,880,NA,NA
881,The movie about the Borgias wasn't embarrassing Eva.,The movie about the Borgias weren't embarrassing Eva.,The movie about the Borgias,wasn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,881,movie,The movie about the Borgias
882,The granddaughter of all senators leaves Eric.,The granddaughter of all senators leave Eric.,The granddaughter of all senators,leaves,leave,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,882,granddaughter,The granddaughter of all senators
883,The niece of the Clintons isn't talking about all libraries.,The niece of the Clintons weren't talking about all libraries.,The niece of the Clintons,isn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,883,niece,The niece of the Clintons
884,The brother of adults hasn't climbed down these slopes.,The brother of adults haven't climbed down these slopes.,The brother of adults,hasn't,haven't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,884,brother,The brother of adults
