,Sentence_good,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,target
760,"Then, Jacqueline and Rachel went to the bar. Rachel gave a banana to Jacqueline","Then, Jacqueline and Rachel went to the bar. Rachel gave a banana to",Jacqueline,Rachel,Jacqueline
761,Friends Stacey and Amanda found a raspberry at the home. Stacey gave it to Amanda,Friends Stacey and Amanda found a raspberry at the home. Stacey gave it to,Amanda,Stacey,Amanda
762,"Afterwards, Jerry and Rachel went to the gym. Rachel gave a orange to Jerry","Afterwards, Jerry and Rachel went to the gym. Rachel gave a orange to",Jerry,Rachel,Jerry
763,"When Natasha and Janet got a papaya at the river, Natasha decided to give the papaya to Janet","When Natasha and Janet got a papaya at the river, Natasha decided to give the papaya to",Janet,Natasha,Janet
764,"Then, Sarah and Sophia were thinking about going to the forest. Sophia wanted to give a apple to Sarah","Then, Sarah and Sophia were thinking about going to the forest. Sophia wanted to give a apple to",Sarah,Sophia,Sarah
765,"After Violet and Rosa went to the shop, Violet gave a blueberry to Rosa","After Violet and Rosa went to the shop, Violet gave a blueberry to",Rosa,Violet,Rosa
766,"When David and Faye got a cantaloupe at the park, Faye decided to give the cantaloupe to David","When David and Faye got a cantaloupe at the park, Faye decided to give the cantaloupe to",David,Faye,David
767,"Afterwards, Grace and Amanda went to the beach. Grace gave a honeydew to Amanda","Afterwards, Grace and Amanda went to the beach. Grace gave a honeydew to",Amanda,Grace,Amanda
768,"While Diana and Marsha were commuting to the mountain, Marsha gave a cantaloupe to Diana","While Diana and Marsha were commuting to the mountain, Marsha gave a cantaloupe to",Diana,Marsha,Diana
769,"While Bernadette and Anne were commuting to the shop, Bernadette gave a papaya to Anne","While Bernadette and Anne were commuting to the shop, Bernadette gave a papaya to",Anne,Bernadette,Anne
770,"After Rosemarie and Maggie went to the desert, Maggie gave a orange to Rosemarie","After Rosemarie and Maggie went to the desert, Maggie gave a orange to",Rosemarie,Maggie,Rosemarie
771,"After Velma and Yolanda went to the zoo, Velma gave a orange to Yolanda","After Velma and Yolanda went to the zoo, Velma gave a orange to",Yolanda,Velma,Yolanda
772,"After Amanda and Fannie went to the forest, Fannie gave a pineapple to Amanda","After Amanda and Fannie went to the forest, Fannie gave a pineapple to",Amanda,Fannie,Amanda
773,"When Megan and Heidi got a banana at the library, Megan decided to give the banana to Heidi","When Megan and Heidi got a banana at the library, Megan decided to give the banana to",Heidi,Megan,Heidi
774,The shop Angie and Stacey went to had a mango. Stacey gave it to Angie,The shop Angie and Stacey went to had a mango. Stacey gave it to,Angie,Stacey,Angie
775,"After Jessica and Rosa went to the lake, Jessica gave a coconut to Rosa","After Jessica and Rosa went to the lake, Jessica gave a coconut to",Rosa,Jessica,Rosa
776,The river Leona and Lula went to had a strawberry. Lula gave it to Leona,The river Leona and Lula went to had a strawberry. Lula gave it to,Leona,Lula,Leona
777,"When Rebecca and Loretta got a peach at the river, Rebecca decided to give it to Loretta","When Rebecca and Loretta got a peach at the river, Rebecca decided to give it to",Loretta,Rebecca,Loretta
778,"Then, Diana and Velma went to the river. Velma gave a papaya to Diana","Then, Diana and Velma went to the river. Velma gave a papaya to",Diana,Velma,Diana
779,"When Richard and Ella got a blackberry at the market, Richard decided to give the blackberry to Ella","When Richard and Ella got a blackberry at the market, Richard decided to give the blackberry to",Ella,Richard,Ella
780,"When Juana and Kari got a grape at the theater, Kari decided to give it to Juana","When Juana and Kari got a grape at the theater, Kari decided to give it to",Juana,Kari,Juana
781,"After the lunch, Irma and Chelsea went to the desert. Irma gave a peach to Chelsea","After the lunch, Irma and Chelsea went to the desert. Irma gave a peach to",Chelsea,Irma,Chelsea
782,"Then, Heidi and Marilyn were thinking about going to the river. Marilyn wanted to give a coconut to Heidi","Then, Heidi and Marilyn were thinking about going to the river. Marilyn wanted to give a coconut to",Heidi,Marilyn,Heidi
783,"After Eleanor and Heidi went to the lake, Eleanor gave a kiwi to Heidi","After Eleanor and Heidi went to the lake, Eleanor gave a kiwi to",Heidi,Eleanor,Heidi
784,"While Virginia and Eleanor were working at the cave, Eleanor gave a grape to Virginia","While Virginia and Eleanor were working at the cave, Eleanor gave a grape to",Virginia,Eleanor,Virginia
785,"Then, Fannie and Mildred were working at the museum. Fannie decided to give a papaya to Mildred","Then, Fannie and Mildred were working at the museum. Fannie decided to give a papaya to",Mildred,Fannie,Mildred
786,"After the lunch, Carmen and Bernadette went to the bar. Bernadette gave a banana to Carmen","After the lunch, Carmen and Bernadette went to the bar. Bernadette gave a banana to",Carmen,Bernadette,Carmen
787,"Then, Teresa and Juana were thinking about going to the cave. Teresa wanted to give a blueberry to Juana","Then, Teresa and Juana were thinking about going to the cave. Teresa wanted to give a blueberry to",Juana,Teresa,Juana
788,"When Rosa and Maggie got a pear at the museum, Maggie decided to give the pear to Rosa","When Rosa and Maggie got a pear at the museum, Maggie decided to give the pear to",Rosa,Maggie,Rosa
789,"Then, Suzanne and Chelsea were working at the river. Suzanne decided to give a cherry to Chelsea","Then, Suzanne and Chelsea were working at the river. Suzanne decided to give a cherry to",Chelsea,Suzanne,Chelsea
790,Friends Theresa and Lula found a raspberry at the shop. Lula gave it to Theresa,Friends Theresa and Lula found a raspberry at the shop. Lula gave it to,Theresa,Lula,Theresa
791,"Then, Lula and Brian went to the bar. Lula gave a coconut to Brian","Then, Lula and Brian went to the bar. Lula gave a coconut to",Brian,Lula,Brian
792,"Then, Alicia and Kristina were working at the library. Kristina decided to give a cherry to Alicia","Then, Alicia and Kristina were working at the library. Kristina decided to give a cherry to",Alicia,Kristina,Alicia
793,"Then, Suzanne and Yolanda were working at the desert. Suzanne decided to give a pineapple to Yolanda","Then, Suzanne and Yolanda were working at the desert. Suzanne decided to give a pineapple to",Yolanda,Suzanne,Yolanda
794,"When Stacy and Grace got a peach at the store, Grace decided to give it to Stacy","When Stacy and Grace got a peach at the store, Grace decided to give it to",Stacy,Grace,Stacy
795,"Then, Grace and Anita had a lot of fun at the store. Grace gave a cantaloupe to Anita","Then, Grace and Anita had a lot of fun at the store. Grace gave a cantaloupe to",Anita,Grace,Anita
796,"When Kathryn and Shannon got a blueberry at the zoo, Shannon decided to give the blueberry to Kathryn","When Kathryn and Shannon got a blueberry at the zoo, Shannon decided to give the blueberry to",Kathryn,Shannon,Kathryn
797,"After Yvette and Deanna went to the forest, Yvette gave a mango to Deanna","After Yvette and Deanna went to the forest, Yvette gave a mango to",Deanna,Yvette,Deanna
798,"Then, Anne and Jackie had a lot of fun at the store. Jackie gave a coconut to Anne","Then, Anne and Jackie had a lot of fun at the store. Jackie gave a coconut to",Anne,Jackie,Anne
799,"Then, Ethel and Yolanda were thinking about going to the museum. Ethel wanted to give a cantaloupe to Yolanda","Then, Ethel and Yolanda were thinking about going to the museum. Ethel wanted to give a cantaloupe to",Yolanda,Ethel,Yolanda
800,"When Diana and Irma got a watermelon at the shop, Irma decided to give the watermelon to Diana","When Diana and Irma got a watermelon at the shop, Irma decided to give the watermelon to",Diana,Irma,Diana
801,The school Velma and Dianne went to had a coconut. Velma gave it to Dianne,The school Velma and Dianne went to had a coconut. Velma gave it to,Dianne,Velma,Dianne
802,"While Virginia and Megan were commuting to the theater, Megan gave a honeydew to Virginia","While Virginia and Megan were commuting to the theater, Megan gave a honeydew to",Virginia,Megan,Virginia
803,"While Rebecca and Marian were commuting to the market, Rebecca gave a grape to Marian","While Rebecca and Marian were commuting to the market, Rebecca gave a grape to",Marian,Rebecca,Marian
804,"Then, Brandy and Stacey were thinking about going to the theater. Stacey wanted to give a cantaloupe to Brandy","Then, Brandy and Stacey were thinking about going to the theater. Stacey wanted to give a cantaloupe to",Brandy,Stacey,Brandy
805,"Then, Kevin and Loretta went to the school. Kevin gave a strawberry to Loretta","Then, Kevin and Loretta went to the school. Kevin gave a strawberry to",Loretta,Kevin,Loretta
806,"Then, Marian and Melissa were thinking about going to the park. Melissa wanted to give a blueberry to Marian","Then, Marian and Melissa were thinking about going to the park. Melissa wanted to give a blueberry to",Marian,Melissa,Marian
807,"After Sophia and Chelsea went to the bar, Sophia gave a strawberry to Chelsea","After Sophia and Chelsea went to the bar, Sophia gave a strawberry to",Chelsea,Sophia,Chelsea
808,"Afterwards, Kathryn and Bernadette went to the desert. Bernadette gave a papaya to Kathryn","Afterwards, Kathryn and Bernadette went to the desert. Bernadette gave a papaya to",Kathryn,Bernadette,Kathryn
809,The forest Sophia and Charlene went to had a strawberry. Sophia gave it to Charlene,The forest Sophia and Charlene went to had a strawberry. Sophia gave it to,Charlene,Sophia,Charlene
810,Friends Juana and Kristi found a raspberry at the gym. Kristi gave it to Juana,Friends Juana and Kristi found a raspberry at the gym. Kristi gave it to,Juana,Kristi,Juana
811,"Then, Gwen and Deanna were working at the shop. Gwen decided to give a honeydew to Deanna","Then, Gwen and Deanna were working at the shop. Gwen decided to give a honeydew to",Deanna,Gwen,Deanna
812,"While Janet and Sophia were working at the beach, Sophia gave a cantaloupe to Janet","While Janet and Sophia were working at the beach, Sophia gave a cantaloupe to",Janet,Sophia,Janet
813,"While Rachel and Dianne were commuting to the museum, Rachel gave a honeydew to Dianne","While Rachel and Dianne were commuting to the museum, Rachel gave a honeydew to",Dianne,Rachel,Dianne
814,"While Diana and Megan were working at the cave, Megan gave a cantaloupe to Diana","While Diana and Megan were working at the cave, Megan gave a cantaloupe to",Diana,Megan,Diana
815,The school Kristina and Nellie went to had a cantaloupe. Kristina gave it to Nellie,The school Kristina and Nellie went to had a cantaloupe. Kristina gave it to,Nellie,Kristina,Nellie
816,"While Susan and Kristi were commuting to the forest, Kristi gave a raspberry to Susan","While Susan and Kristi were commuting to the forest, Kristi gave a raspberry to",Susan,Kristi,Susan
817,"Then, Melissa and Dianne were thinking about going to the theater. Melissa wanted to give a honeydew to Dianne","Then, Melissa and Dianne were thinking about going to the theater. Melissa wanted to give a honeydew to",Dianne,Melissa,Dianne
818,"After Carmen and Martha went to the store, Martha gave a honeydew to Carmen","After Carmen and Martha went to the store, Martha gave a honeydew to",Carmen,Martha,Carmen
819,Friends Jessica and Kim found a apple at the mountain. Jessica gave it to Kim,Friends Jessica and Kim found a apple at the mountain. Jessica gave it to,Kim,Jessica,Kim
820,"Then, Stella and Kari had a lot of fun at the forest. Kari gave a blackberry to Stella","Then, Stella and Kari had a lot of fun at the forest. Kari gave a blackberry to",Stella,Kari,Stella
821,"When Pauline and Jerry got a peach at the store, Pauline decided to give it to Jerry","When Pauline and Jerry got a peach at the store, Pauline decided to give it to",Jerry,Pauline,Jerry
822,"While Lorraine and Leigh were commuting to the mountain, Leigh gave a watermelon to Lorraine","While Lorraine and Leigh were commuting to the mountain, Leigh gave a watermelon to",Lorraine,Leigh,Lorraine
823,"When Marilyn and Loretta got a blueberry at the cave, Marilyn decided to give the blueberry to Loretta","When Marilyn and Loretta got a blueberry at the cave, Marilyn decided to give the blueberry to",Loretta,Marilyn,Loretta
824,"After the lunch, Theresa and Jackie went to the school. Jackie gave a mango to Theresa","After the lunch, Theresa and Jackie went to the school. Jackie gave a mango to",Theresa,Jackie,Theresa
825,"While Kelly and Nellie were working at the river, Kelly gave a blueberry to Nellie","While Kelly and Nellie were working at the river, Kelly gave a blueberry to",Nellie,Kelly,Nellie
826,"After the lunch, Jacqueline and Rebecca went to the bar. Rebecca gave a banana to Jacqueline","After the lunch, Jacqueline and Rebecca went to the bar. Rebecca gave a banana to",Jacqueline,Rebecca,Jacqueline
827,"After the lunch, Gwen and Sheila went to the forest. Gwen gave a grape to Sheila","After the lunch, Gwen and Sheila went to the forest. Gwen gave a grape to",Sheila,Gwen,Sheila
828,"While Harriet and Maggie were commuting to the zoo, Maggie gave a peach to Harriet","While Harriet and Maggie were commuting to the zoo, Maggie gave a peach to",Harriet,Maggie,Harriet
829,"Then, Kristina and Mildred were thinking about going to the gym. Kristina wanted to give a apple to Mildred","Then, Kristina and Mildred were thinking about going to the gym. Kristina wanted to give a apple to",Mildred,Kristina,Mildred
830,"After the lunch, Jacqueline and Leigh went to the desert. Leigh gave a orange to Jacqueline","After the lunch, Jacqueline and Leigh went to the desert. Leigh gave a orange to",Jacqueline,Leigh,Jacqueline
831,"When Teresa and Yolanda got a strawberry at the mountain, Teresa decided to give the strawberry to Yolanda","When Teresa and Yolanda got a strawberry at the mountain, Teresa decided to give the strawberry to",Yolanda,Teresa,Yolanda
832,"When Stacy and Bernadette got a plum at the library, Bernadette decided to give it to Stacy","When Stacy and Bernadette got a plum at the library, Bernadette decided to give it to",Stacy,Bernadette,Stacy
833,"After the lunch, Irma and Rosemarie went to the gym. Irma gave a pear to Rosemarie","After the lunch, Irma and Rosemarie went to the gym. Irma gave a pear to",Rosemarie,Irma,Rosemarie
834,"Then, Loretta and Natasha had a lot of fun at the forest. Natasha gave a strawberry to Loretta","Then, Loretta and Natasha had a lot of fun at the forest. Natasha gave a strawberry to",Loretta,Natasha,Loretta
835,Friends Jody and Janet found a plum at the park. Jody gave it to Janet,Friends Jody and Janet found a plum at the park. Jody gave it to,Janet,Jody,Janet
836,"Then, Susan and Rachel went to the river. Rachel gave a strawberry to Susan","Then, Susan and Rachel went to the river. Rachel gave a strawberry to",Susan,Rachel,Susan
837,"Then, Carol and Stella had a lot of fun at the bar. Carol gave a coconut to Stella","Then, Carol and Stella had a lot of fun at the bar. Carol gave a coconut to",Stella,Carol,Stella
838,"After Janet and Kevin went to the zoo, Kevin gave a pear to Janet","After Janet and Kevin went to the zoo, Kevin gave a pear to",Janet,Kevin,Janet
839,"Then, Pauline and Loretta were working at the lake. Pauline decided to give a strawberry to Loretta","Then, Pauline and Loretta were working at the lake. Pauline decided to give a strawberry to",Loretta,Pauline,Loretta
840,"Then, Mark and Geneva were working at the market. Geneva decided to give a apple to Mark","Then, Mark and Geneva were working at the market. Geneva decided to give a apple to",Mark,Geneva,Mark
841,"After the lunch, Rachel and Anita went to the shop. Rachel gave a peach to Anita","After the lunch, Rachel and Anita went to the shop. Rachel gave a peach to",Anita,Rachel,Anita
842,"Then, Ginger and Grace were thinking about going to the store. Grace wanted to give a raspberry to Ginger","Then, Ginger and Grace were thinking about going to the store. Grace wanted to give a raspberry to",Ginger,Grace,Ginger
843,"Then, Kelly and Rosemarie were working at the shop. Kelly decided to give a banana to Rosemarie","Then, Kelly and Rosemarie were working at the shop. Kelly decided to give a banana to",Rosemarie,Kelly,Rosemarie
844,"When Theresa and Lula got a watermelon at the desert, Lula decided to give it to Theresa","When Theresa and Lula got a watermelon at the desert, Lula decided to give it to",Theresa,Lula,Theresa
845,"While Shannon and Carmen were working at the home, Shannon gave a blackberry to Carmen","While Shannon and Carmen were working at the home, Shannon gave a blackberry to",Carmen,Shannon,Carmen
846,"While Brian and Pat were working at the beach, Pat gave a banana to Brian","While Brian and Pat were working at the beach, Pat gave a banana to",Brian,Pat,Brian
847,The gym Martha and Deanna went to had a raspberry. Martha gave it to Deanna,The gym Martha and Deanna went to had a raspberry. Martha gave it to,Deanna,Martha,Deanna
848,"While Anita and Kelly were commuting to the school, Kelly gave a peach to Anita","While Anita and Kelly were commuting to the school, Kelly gave a peach to",Anita,Kelly,Anita
849,"Then, Shannon and Lorraine had a lot of fun at the theater. Shannon gave a honeydew to Lorraine","Then, Shannon and Lorraine had a lot of fun at the theater. Shannon gave a honeydew to",Lorraine,Shannon,Lorraine
850,Friends Leona and Stacey found a blackberry at the forest. Stacey gave it to Leona,Friends Leona and Stacey found a blackberry at the forest. Stacey gave it to,Leona,Stacey,Leona
851,"While Inez and Jessie were commuting to the forest, Inez gave a plum to Jessie","While Inez and Jessie were commuting to the forest, Inez gave a plum to",Jessie,Inez,Jessie
852,"While Heidi and Robin were commuting to the market, Robin gave a coconut to Heidi","While Heidi and Robin were commuting to the market, Robin gave a coconut to",Heidi,Robin,Heidi
853,"After the lunch, Inez and Doris went to the cave. Inez gave a kiwi to Doris","After the lunch, Inez and Doris went to the cave. Inez gave a kiwi to",Doris,Inez,Doris
854,"When Kathryn and Inez got a grape at the river, Inez decided to give the grape to Kathryn","When Kathryn and Inez got a grape at the river, Inez decided to give the grape to",Kathryn,Inez,Kathryn
855,"Then, Erika and Susan had a lot of fun at the bar. Erika gave a strawberry to Susan","Then, Erika and Susan had a lot of fun at the bar. Erika gave a strawberry to",Susan,Erika,Susan
856,"While Amanda and Marilyn were commuting to the bar, Marilyn gave a apple to Amanda","While Amanda and Marilyn were commuting to the bar, Marilyn gave a apple to",Amanda,Marilyn,Amanda
857,"Then, Mona and Harriet went to the gym. Mona gave a pineapple to Harriet","Then, Mona and Harriet went to the gym. Mona gave a pineapple to",Harriet,Mona,Harriet
858,"Then, Alicia and Kari were thinking about going to the museum. Kari wanted to give a plum to Alicia","Then, Alicia and Kari were thinking about going to the museum. Kari wanted to give a plum to",Alicia,Kari,Alicia
859,"While Natasha and Anne were commuting to the store, Natasha gave a banana to Anne","While Natasha and Anne were commuting to the store, Natasha gave a banana to",Anne,Natasha,Anne
860,"Then, Jessie and Faye went to the lake. Faye gave a coconut to Jessie","Then, Jessie and Faye went to the lake. Faye gave a coconut to",Jessie,Faye,Jessie
861,"After Lee and Kim went to the market, Lee gave a kiwi to Kim","After Lee and Kim went to the market, Lee gave a kiwi to",Kim,Lee,Kim
862,"Then, Yolanda and Carol had a lot of fun at the museum. Carol gave a pineapple to Yolanda","Then, Yolanda and Carol had a lot of fun at the museum. Carol gave a pineapple to",Yolanda,Carol,Yolanda
863,"Then, Gwen and Virginia had a lot of fun at the market. Gwen gave a apple to Virginia","Then, Gwen and Virginia had a lot of fun at the market. Gwen gave a apple to",Virginia,Gwen,Virginia
864,"When Carmen and Geneva got a blueberry at the park, Geneva decided to give it to Carmen","When Carmen and Geneva got a blueberry at the park, Geneva decided to give it to",Carmen,Geneva,Carmen
865,Friends Martha and Mildred found a blueberry at the desert. Martha gave it to Mildred,Friends Martha and Mildred found a blueberry at the desert. Martha gave it to,Mildred,Martha,Mildred
866,The bar Anita and Robin went to had a banana. Robin gave it to Anita,The bar Anita and Robin went to had a banana. Robin gave it to,Anita,Robin,Anita
867,"When Kelly and Doris got a blueberry at the school, Kelly decided to give it to Doris","When Kelly and Doris got a blueberry at the school, Kelly decided to give it to",Doris,Kelly,Doris
868,"While Harriet and Kevin were working at the library, Kevin gave a strawberry to Harriet","While Harriet and Kevin were working at the library, Kevin gave a strawberry to",Harriet,Kevin,Harriet
869,"While Shannon and Lorraine were working at the beach, Shannon gave a blackberry to Lorraine","While Shannon and Lorraine were working at the beach, Shannon gave a blackberry to",Lorraine,Shannon,Lorraine
870,"Afterwards, Wilma and Teresa went to the market. Teresa gave a apple to Wilma","Afterwards, Wilma and Teresa went to the market. Teresa gave a apple to",Wilma,Teresa,Wilma
871,"After the lunch, Grace and Jerry went to the zoo. Grace gave a papaya to Jerry","After the lunch, Grace and Jerry went to the zoo. Grace gave a papaya to",Jerry,Grace,Jerry
872,"When Virginia and Martha got a raspberry at the river, Martha decided to give the raspberry to Virginia","When Virginia and Martha got a raspberry at the river, Martha decided to give the raspberry to",Virginia,Martha,Virginia
873,"When Maggie and Jerry got a watermelon at the bar, Maggie decided to give the watermelon to Jerry","When Maggie and Jerry got a watermelon at the bar, Maggie decided to give the watermelon to",Jerry,Maggie,Jerry
874,"After Alicia and Leigh went to the library, Leigh gave a cantaloupe to Alicia","After Alicia and Leigh went to the library, Leigh gave a cantaloupe to",Alicia,Leigh,Alicia
875,"After the lunch, Leigh and Deanna went to the lake. Leigh gave a watermelon to Deanna","After the lunch, Leigh and Deanna went to the lake. Leigh gave a watermelon to",Deanna,Leigh,Deanna
876,"When Ella and Gwen got a apple at the museum, Gwen decided to give the apple to Ella","When Ella and Gwen got a apple at the museum, Gwen decided to give the apple to",Ella,Gwen,Ella
877,"While Kelly and Deanna were commuting to the zoo, Kelly gave a honeydew to Deanna","While Kelly and Deanna were commuting to the zoo, Kelly gave a honeydew to",Deanna,Kelly,Deanna
878,"While Jacqueline and Inez were working at the river, Inez gave a peach to Jacqueline","While Jacqueline and Inez were working at the river, Inez gave a peach to",Jacqueline,Inez,Jacqueline
879,"When Inez and Alicia got a raspberry at the forest, Inez decided to give it to Alicia","When Inez and Alicia got a raspberry at the forest, Inez decided to give it to",Alicia,Inez,Alicia
880,"When Ella and Kristi got a raspberry at the market, Kristi decided to give the raspberry to Ella","When Ella and Kristi got a raspberry at the market, Kristi decided to give the raspberry to",Ella,Kristi,Ella
881,"Afterwards, Maggie and Ginger went to the library. Maggie gave a blackberry to Ginger","Afterwards, Maggie and Ginger went to the library. Maggie gave a blackberry to",Ginger,Maggie,Ginger
882,"Afterwards, Alicia and Miriam went to the forest. Miriam gave a kiwi to Alicia","Afterwards, Alicia and Miriam went to the forest. Miriam gave a kiwi to",Alicia,Miriam,Alicia
883,"When Natasha and Susan got a raspberry at the bar, Natasha decided to give the raspberry to Susan","When Natasha and Susan got a raspberry at the bar, Natasha decided to give the raspberry to",Susan,Natasha,Susan
884,"When Sheila and Carol got a grape at the shop, Carol decided to give the grape to Sheila","When Sheila and Carol got a grape at the shop, Carol decided to give the grape to",Sheila,Carol,Sheila
885,"After the lunch, Yvette and Alyssa went to the market. Yvette gave a kiwi to Alyssa","After the lunch, Yvette and Alyssa went to the market. Yvette gave a kiwi to",Alyssa,Yvette,Alyssa
886,"After the lunch, Jessie and Agnes went to the home. Agnes gave a pineapple to Jessie","After the lunch, Jessie and Agnes went to the home. Agnes gave a pineapple to",Jessie,Agnes,Jessie
887,The beach Shannon and Nellie went to had a cantaloupe. Shannon gave it to Nellie,The beach Shannon and Nellie went to had a cantaloupe. Shannon gave it to,Nellie,Shannon,Nellie
888,"After Stacy and Carol went to the river, Carol gave a plum to Stacy","After Stacy and Carol went to the river, Carol gave a plum to",Stacy,Carol,Stacy
889,"While Martha and Diana were commuting to the cave, Martha gave a kiwi to Diana","While Martha and Diana were commuting to the cave, Martha gave a kiwi to",Diana,Martha,Diana
890,"While Marian and Marilyn were working at the lake, Marilyn gave a kiwi to Marian","While Marian and Marilyn were working at the lake, Marilyn gave a kiwi to",Marian,Marilyn,Marian
891,"Then, Leigh and Rosemarie had a lot of fun at the library. Leigh gave a mango to Rosemarie","Then, Leigh and Rosemarie had a lot of fun at the library. Leigh gave a mango to",Rosemarie,Leigh,Rosemarie
892,"Then, Marian and Richard had a lot of fun at the bar. Richard gave a grape to Marian","Then, Marian and Richard had a lot of fun at the bar. Richard gave a grape to",Marian,Richard,Marian
893,"When Gwen and Stella got a blueberry at the store, Gwen decided to give it to Stella","When Gwen and Stella got a blueberry at the store, Gwen decided to give it to",Stella,Gwen,Stella
894,"When Rosa and Pauline got a pineapple at the river, Pauline decided to give the pineapple to Rosa","When Rosa and Pauline got a pineapple at the river, Pauline decided to give the pineapple to",Rosa,Pauline,Rosa
895,The zoo Kari and Carmen went to had a grape. Kari gave it to Carmen,The zoo Kari and Carmen went to had a grape. Kari gave it to,Carmen,Kari,Carmen
896,"Then, Wilma and Stacey were thinking about going to the gym. Stacey wanted to give a banana to Wilma","Then, Wilma and Stacey were thinking about going to the gym. Stacey wanted to give a banana to",Wilma,Stacey,Wilma
897,"After the lunch, Natasha and Diana went to the park. Natasha gave a honeydew to Diana","After the lunch, Natasha and Diana went to the park. Natasha gave a honeydew to",Diana,Natasha,Diana
898,Friends Alyssa and Geneva found a banana at the park. Geneva gave it to Alyssa,Friends Alyssa and Geneva found a banana at the park. Geneva gave it to,Alyssa,Geneva,Alyssa
899,"When Pauline and Evelyn got a grape at the museum, Pauline decided to give it to Evelyn","When Pauline and Evelyn got a grape at the museum, Pauline decided to give it to",Evelyn,Pauline,Evelyn
900,"Then, Rosa and Carol were working at the museum. Carol decided to give a strawberry to Rosa","Then, Rosa and Carol were working at the museum. Carol decided to give a strawberry to",Rosa,Carol,Rosa
901,"While Lula and Sheila were commuting to the river, Lula gave a pear to Sheila","While Lula and Sheila were commuting to the river, Lula gave a pear to",Sheila,Lula,Sheila
902,"When Angie and Miriam got a banana at the theater, Miriam decided to give the banana to Angie","When Angie and Miriam got a banana at the theater, Miriam decided to give the banana to",Angie,Miriam,Angie
903,"Afterwards, Kristi and Paula went to the gym. Kristi gave a papaya to Paula","Afterwards, Kristi and Paula went to the gym. Kristi gave a papaya to",Paula,Kristi,Paula
904,The beach Dianne and Irma went to had a papaya. Irma gave it to Dianne,The beach Dianne and Irma went to had a papaya. Irma gave it to,Dianne,Irma,Dianne
905,"While Alice and Leona were commuting to the forest, Alice gave a banana to Leona","While Alice and Leona were commuting to the forest, Alice gave a banana to",Leona,Alice,Leona
906,"When Deanna and Kristi got a banana at the zoo, Kristi decided to give the banana to Deanna","When Deanna and Kristi got a banana at the zoo, Kristi decided to give the banana to",Deanna,Kristi,Deanna
907,"After Miriam and Doris went to the cafe, Miriam gave a pear to Doris","After Miriam and Doris went to the cafe, Miriam gave a pear to",Doris,Miriam,Doris
908,"When Harriet and Irma got a peach at the forest, Irma decided to give it to Harriet","When Harriet and Irma got a peach at the forest, Irma decided to give it to",Harriet,Irma,Harriet
909,Friends Geneva and Mark found a pineapple at the shop. Geneva gave it to Mark,Friends Geneva and Mark found a pineapple at the shop. Geneva gave it to,Mark,Geneva,Mark
910,"While Brandy and Yvette were working at the gym, Yvette gave a kiwi to Brandy","While Brandy and Yvette were working at the gym, Yvette gave a kiwi to",Brandy,Yvette,Brandy
911,Friends Kristina and Brandy found a mango at the lake. Kristina gave it to Brandy,Friends Kristina and Brandy found a mango at the lake. Kristina gave it to,Brandy,Kristina,Brandy
912,Friends Carmen and Marsha found a apple at the store. Marsha gave it to Carmen,Friends Carmen and Marsha found a apple at the store. Marsha gave it to,Carmen,Marsha,Carmen
913,"After the lunch, Leigh and Leona went to the river. Leigh gave a cherry to Leona","After the lunch, Leigh and Leona went to the river. Leigh gave a cherry to",Leona,Leigh,Leona
914,The forest Mildred and Jessica went to had a mango. Jessica gave it to Mildred,The forest Mildred and Jessica went to had a mango. Jessica gave it to,Mildred,Jessica,Mildred
915,Friends Lee and Charlene found a pear at the library. Lee gave it to Charlene,Friends Lee and Charlene found a pear at the library. Lee gave it to,Charlene,Lee,Charlene
916,"Then, Lorraine and Yvette had a lot of fun at the museum. Yvette gave a plum to Lorraine","Then, Lorraine and Yvette had a lot of fun at the museum. Yvette gave a plum to",Lorraine,Yvette,Lorraine
917,The desert Kelly and Sarah went to had a plum. Kelly gave it to Sarah,The desert Kelly and Sarah went to had a plum. Kelly gave it to,Sarah,Kelly,Sarah
918,"While Angie and Leigh were working at the cave, Leigh gave a raspberry to Angie","While Angie and Leigh were working at the cave, Leigh gave a raspberry to",Angie,Leigh,Angie
919,"While Geneva and Melanie were working at the lake, Geneva gave a pineapple to Melanie","While Geneva and Melanie were working at the lake, Geneva gave a pineapple to",Melanie,Geneva,Melanie
920,"While Melanie and Natasha were working at the bar, Natasha gave a pineapple to Melanie","While Melanie and Natasha were working at the bar, Natasha gave a pineapple to",Melanie,Natasha,Melanie
921,The shop Kristi and Dianne went to had a cherry. Kristi gave it to Dianne,The shop Kristi and Dianne went to had a cherry. Kristi gave it to,Dianne,Kristi,Dianne
922,"While Harriet and Marilyn were working at the forest, Marilyn gave a raspberry to Harriet","While Harriet and Marilyn were working at the forest, Marilyn gave a raspberry to",Harriet,Marilyn,Harriet
923,"After Erika and Heidi went to the desert, Erika gave a honeydew to Heidi","After Erika and Heidi went to the desert, Erika gave a honeydew to",Heidi,Erika,Heidi
924,"Then, Sarah and Natasha had a lot of fun at the museum. Natasha gave a apple to Sarah","Then, Sarah and Natasha had a lot of fun at the museum. Natasha gave a apple to",Sarah,Natasha,Sarah
925,"Then, Robin and William went to the desert. Robin gave a blackberry to William","Then, Robin and William went to the desert. Robin gave a blackberry to",William,Robin,William
